,SummonerID,Summoner_Name,Wins,Losses,League_Points,Account_ID
130,Ahjk5ESqP2_DTV3hbM-xFI2fmFcpUwaEzYYsNL-V-aHuN9g,Darshan,131,118,146,DTgCZZH2sTBs-6_Eg6oRhUn9cOiu7wsUWdHyrcTkFrbOBg
131,AyOVyVhrrryP9S1akQoOv0tdAPXyVu_YOac7rpEmlC6MzCE,Ichiraku lover,58,32,99,xuocBQ7Z8B-i9e-aB_PHnlyLjXYCrWk49_Qt8Go9UweHkA
132,B9UGX22brz6DWUK9m9D9wd3Zw_jHuW8BIf7KiFYJGMQbmus,AnthonyWaker,138,92,58,8mx5wPvcXxs0E83-EzEJ2anNZB30Lw0dIhGDzxLot_9HFw
133,B9yjhFta8cEjb-w9txgE7Fz1GavnA8NYv5YipsLUADXaEGE,Aerodactyl,184,171,18,fl8orndr-AT0XdwsZbmmJXizHqHgbIFdpaiFqEFyrw8
134,BA-dvp1mKjcD7yUtPL9TdK6nQHqZICsiduyfMxfLqBqK0Pg,Rourke,168,143,86,o7Xp7sIbXWlX8y0VvHfwo-Wyogfs5DVRRf8KpQ2paQxm8bA
135,BKzOI13xqQcqJ0LHOVoeybDmzb8LsbcemWLEDqQIv15EmEU,AvadaKedavra BAM,121,101,90,jqFAVfrdSZVSkpj3b6sRsYw5smyguEqa14WbPCxUgJM5sw
136,BWhkyrhMJvpXQe3VRKzM7UpeEiLw7S8WE5kJ0sVl15eJie2J,YourDesire,136,79,30,g1-2gMnCb5hesv94TlNdBYouZXr02Byp-qOpFVSrK-ojUXcvuv8ADOM5
137,BzHasqgj_nv3ayEcgOMj-LJxUIvNxtJy-3Sj8OZR0qoUY-M,Bassel,125,113,33,KKBhpM9_V13O8fLQtA-7FxM9IpebjkqTTtDou1Jk9HYdsiE
138,C2qVoM9mEv1UYo1q_eZkFhoWzuKqVTlxubGKjecvfZdK9Hg,Skill8,52,37,44,u_oylC1tqC_Dxyx0JCb4LwP-sBS938ZfFFE7D4P-U2SbMvL8yYNg-3mn
139,C68TV9lbiKKkOj1GhJ5nA99p1q9srEzRYF4xyrM2tDffWbE,Full Iron Jayce,114,87,34,TS_K-cD1kv87XXf1OvhtJEnW28nQSpQRnq5iARuuzGrxsKA
140,C7QnUPj2PT4DPxVsLD7oYJdtbhZ_newUhRe_KuDX6opw2zE,CQ Byeol,140,125,61,cuyTdYDSjV7bpwhRI0uT-Q5qhHQIgN18hxFluMUVAXgRVIc
141,CHh5yK3vc0s4Z-3u9a7h_EhFapFqFU7YkBAo05zvCqz8_Ac,Frostynomad,200,188,148,lm0N_Y0JWKnCFw6bWRmEY8s5bqW8YOp0lQhrP-9o0EcvqQ
142,CKIxGoDZoH2XtziqhxE2UhL6cwHorJSCnoAewlG4ffA8DWY,MatKucé,154,137,14,yYRe5uUgAFL_CQErL3gxUP94_xlf5E8bUOZPoEykwy-r_No
143,CMghDIR_ts-cTuBvmY_tWLRg3y11ysdU671WxFr3dFRISpk,Twtv Feedaboi,109,79,123,4qla8gt2aw8DbJdr6V-0ciMrU8wsN-ixFzBKiWQDUUlskw
144,CR-dIydGnSeJ0VLjUxbu6guKeQ687Eze1NEOzvaQvJRFlfU,Pocket Rhinooooo,81,70,57,Nvg62hEiIYJudJKtfSXkPcoujGhCuif0RIM2bXce4obphN8
145,CROU6lGGtVt5nW8YUpc6KfjlD-hlikyEtVJRk0lBPG_jJW8,Real Danijrm,39,31,15,QuNUw9OtNqYahaMLlZZ0z10BJZlXgwI1hbSgRYSeGXLSsw
146,CSQ9Au9X8yy9VNG92Nyc3eyycMnfjuHbqLFvyjdBex2sPAo,SimSim,233,213,50,eA8NZcyplCZNf1SRxrBKJBZ2gZMUEx0Tuj1F4mLY3CLaIg
147,CWBQHz4roL99p1exX-7zE2ZoB-x9I9kiXGOcClLpFoLvXUA,Fishlord,221,208,32,DEVpjyXAVpxP0Z1sozQfsJquOdjYrrK_R5WkxM6o-tblbOU
148,CYFyZHUKFCTHp3zIbTv99IqQUvVMP6FpekwgQ2_US2Qjlc0,Seton Hall,168,150,52,3fz7zTmNPfYaIkbCKc8XGfDPhKwlbmBoeJb2kbdsG_0hSYU
149,CYpNeW-BQD5L2X_D1NJ1S28yh0ZqiMJ6lbtXhzjILoTc0wE,AnDa,144,124,19,o-jACEERv4T_wuPyFQIRK7on8wjslN_EVNlTQ7DWI8w9-g
150,CcgGFTC0BUItX0OH6HX3-FCviSG-NGN6QvkW7Kx7MNEf,W0WFIXZ,179,159,148,f6TdIqhjQl0jUp7NDgAioaMnIf-OsH94ou_9dk6YzfmEMQ
151,Cd2zRdJ4vMT_jIIqfQus7sei_KOT_l8sgZMDrCV2KKR-D7U,Šaušage,112,86,0,bmptqhlHXzQhk3TELaK5ytF4IrhtcBIk1sJVpl4qKE0AZw
152,Cu_5eQnC-poB8N0r_ZCxMUVawrsyK1MBCE_zp4E8XvbDJRI,RAD KatEvolved,48,28,0,oFKzkm0qUGh_GzKiUKAId-ZvtEGW21iS6NYCwHAtLTY7F8_7tWczolcO
153,Cv8pUtpJj-n_zt8NN7nO3lhAWzmU5iLFH5Ndi__clJGOWlc,CLG Auto,155,149,59,pB5p6JONdXCmmpsxxyA-dR513LE4dWZrH5VgeqPK3exJ6g
154,DCVMsLEPWzE9PP__vu32SPruJ6eLZgCM1RE4FYQO4OuJewM,Avano,114,99,57,hLmy4FRCQPlUQ1H2mk8EYL8doD1NOuex043UgPfIm498lq0
155,DQf6LfQLE8rhZm1cFPrlT6hd427El1lJYuKJKN5kdx84DBc,captbearr,148,132,54,iVdvMthEEqIuj1Az3KdY8eaAbKCpggYK5CWfGLJgvl6Zhg
156,DTUdwQdNQDq73fpImMttdvBE6L3ceP47cl9nIi7wNxAlH6Y,TheMuckChuck,96,70,23,mn3G1zXD4re_qaPJ5f7PQ5oqyRMrEn9PT6iGb1HQd2jQRF0
157,DXACGvRX8okKBluvXt2UaBKBMQUoE0AjmpcJXkzI5hmUu_w,TSM Sarcasmbi,91,29,113,mTGE5HZ8azt76oQCzzVfQbJpy_WNhb1QvcVobX3kCL1WbIPOHWmvz84n
158,DXRZff-wpr-HtpPVdOfxuIGX-mZloBOgCCbBl95bq_jAI9A,TwTv Panther2,113,103,17,ypDLBrPAnIPkrKmXexAtq51fVXx8dO_1TJ4-jroH-5BxerY
159,DduDAkz3gfooLZ60XIaSkiPz_XqNNnP5DvqmArteKbbIopM,Meteos,145,134,95,ei-C6T-_bDdj2fiE4AVLcToEEeTBVCFTA4W9uy3nzQY
160,DeHEW2an2Ml77h4KXSaVzmM-YCO0tPBpVBOTH9UuyKp3baw,Budded,74,51,71,KukAH-COk1pqFNYp-K4BNS_OpApFEwobJheexQoV3TJugw
161,DgccMKj7-YAUyqIvdMjm-JHhXdZZ6WOOaeIXNVfnmcGqgN4,TSM Tempos,189,169,16,4v0WVD-9coCfWNPXWrmkL2CQ8iY226WSta0hPUd14Xw
162,DstaHpe4yIEhqkPrhKxJStmja5s4O6kXfJRso8vG6SbkCwY,Gilgalapagos,318,309,17,vmUxx14A1ffXsNiwqSc1WKivKRtzhA3uaPI06YCNBXKKHw
163,E98jwVALtEfoe2NTqj4EHLSOTTw2Km8KNBa8l5lP_nijIL4,Mıd Forever,103,87,75,G888B7ysWfoQ26Shp9bcQnjwRny8vVVHIUgvFln7EQ
164,ETjIxYycR85SYNR-nEcoLXnlU36ENcAfgCcQo1BaYeQBgck,NiZhíDe,58,48,14,RBQK4ebSKYm1TBnONwNdMpTKfKDcHxT-BecR__nmlhQQUb0
165,E_0b6OBeb9LcbmxY24BC2KFlmeKKoyo_oyydaj7fmGMQ6o0,Haanii,91,75,109,NcRWjgfGxWl18lBDtGOfLozqNpJTWwg5kv6Xm9abf42HEw
166,E_qzLc8RJ1U2ISIgL8BCCx3LggyKEX6FWqDTLjBRjK7X8D8,i SeNNy u,129,107,32,GKio-xgXt_zwSOYuTcGO6kLV67G14Wg2hit1n_CqhNUhk-AcEO5TgNzu
167,EjWXQSDcAMmQco-xGGMbsOF9uJjbOPILzDtXwdOCxOh6EqA,Cris,122,109,52,-ZlDx3cYlmVq9ryp7RgsOfOZpCDPVKOmDhF9d31yh9bVuQ
168,Etj2L-UgPSs8Daac_fw6UbGJ1fo3WIa0NV5rcKMKvhvqeBc,Mistrust,50,39,75,YHh7WDNzRljYcKEnG4AoH2aWUfEETQ4U7SW9JsWqP-mvQAc
169,ExFFi_um66Lu1OeB60tCkPMOpbUill4JzvRvAY6Fd2d20RY,no talking pls,128,111,16,35FuDlZpP94aYnSXCr4R7tenEsIBoco2ij2ySzuWHAZQrWI
170,F0SCElPSHOikIgvwg7rGzJEgKYLoy_4NPRnBjo_UsFNgaNo,Breezyyy,100,79,87,I16qxE6Kyu1a0nEqB1Dexo70SmS6_gYbX1El13Wg6Sc7-SA
171,FDI8KTakzQJX8ueg9vKhg0D0X43O1zrvf8k6_xBIv-LmVMI,dubaM,74,61,43,gevInuFGzc1Pbfx_M0Twd2ltYJfluKu1JgjrALZvJm2xEsc
172,FKdZAbQqpkBZBeXIh7DjCdoQAQJi_CnoxIrGsaWnaOb3Tno,Shrimpter,176,165,46,i42FyIqAXAk1jES52SQ9OBAV4cGo7ij6KylGG8sNMWH0Cg
173,FO34_5DeWCJhZp3pAEoaMLmmfsAVvbRcGidS_JwQ-gKCq7Y,Turc,73,62,42,Y824Z80L3ToxnwFqbqLYyWVbOhPuhKHHkLPTK4J2uTr47g
174,FOa96uz0em7fAZCuIGywag6nwr_GK6kicjSacyrrTaKdzdk,AK47 JacksDaddy,209,199,66,A2SfYpRHBa-y4h1Jd5lvSfxy9MIT5dDLGEt9yM-_DabCGMY
175,FS6Q9ym5fOCxStkB4w2yRWYn7VXpNjwjblLvrIHiNu75upU,Muscle Mechanics,126,108,40,jdZGciaXyI-2-79U6t5MNA2_uHK6A-Sbc3JQznit6lGtMmk
176,FaCzoQTTx1c34rTStaG_AmBmS774DxEtPXZjh1fe3-JUQ1k,Va1ue,70,54,16,uW1cQAIqgnHHrlOz-yiR9SZOS1BC54386vVP6zPNLtynUA
177,FbUsaqjhQJIhBnP-zFW65aSiX1onhkw2oFEER5RByGosrlA,Deal Late Normal,190,168,30,xpEPfMnHRpXhBAArB4bkxNvy4fNZkWMQSaCSBipTx3to4oM
178,Fj3i-a7YVfdgGWHLp6SM56wNBTQB_TWpiIcHJWmY_Pr3dh0,Forever ˉ Over,83,69,64,o1ENHcDH41oOB_TKGT_JVpeb_TfYVsPE6S1eKGpGLxuyEg
179,FkimDKizg2ZsYxG_dksYPYvS4k8B_TloQ3LEdl_ZaFcFcYk,typtoe,113,67,152,1nM320rzCXbvlHDGCwl6OkK4t_zuzViIzSC0tXb919l2TA
